gateway          | 
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:50.882+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"127.0.0.1:52466","client":"conn1","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Shutdown completed; log sequence number 53095; transaction id 39
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] mariadbd: Shutdown complete
mariadb-idm      | 
mariadb-idm      | 2024-01-28 20:49:01+00:00 [Note] [Entrypoint]: Temporary server stopped
mariadb-idm      | 
mariadb-idm      | 2024-01-28 20:49:01+00:00 [Note] [Entrypoint]: MariaDB init process done. Ready for start up.
mariadb-idm      | 
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] Starting MariaDB 11.2.2-MariaDB-1:11.2.2+maria~ubu2204 source revision 929532a9426d085111c24c63de9c23cc54382259 as process 1
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Number of transaction pools: 1
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Using crc32 + pclmulqdq instructions
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] mariadbd: O_TMPFILE is not supported on /tmp (disabling future attempts)
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Using liburing
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Initializing buffer pool, total size = 128.000MiB, chunk size = 2.000MiB
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Completed initialization of buffer pool
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: File system buffers for log disabled (block size=512 bytes)
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:50.989+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52480","uuid":{"uuid":{"$uuid":"fd3fe952-82a0-42e8-bb8f-cf06d3a364ca"}},"connectionId":2,"connectionCount":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:50.990+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52494","uuid":{"uuid":{"$uuid":"2b514470-4f48-4ca5-b298-c55e3db50cad"}},"connectionId":3,"connectionCount":3}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.017+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn2","msg":"client metadata","attr":{"remote":"127.0.0.1:52480","client":"conn2","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.018+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn3","msg":"client metadata","attr":{"remote":"127.0.0.1:52494","client":"conn3","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.055+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52500","uuid":{"uuid":{"$uuid":"8fa711da-6663-45a9-91c0-df42ca686587"}},"connectionId":4,"connectionCount":4}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.055+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn2","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":38}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.097+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn4","msg":"client metadata","attr":{"remote":"127.0.0.1:52500","client":"conn4","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:51.100+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn4","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:52.274+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn1","msg":"Connection ended","attr":{"remote":"127.0.0.1:52466","uuid":{"uuid":{"$uuid":"1a7580ce-18cb-4652-87eb-104948866d82"}},"connectionId":1,"connectionCount":3}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:52.276+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn4","msg":"Connection ended","attr":{"remote":"127.0.0.1:52500","uuid":{"uuid":{"$uuid":"8fa711da-6663-45a9-91c0-df42ca686587"}},"connectionId":4,"connectionCount":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:52.277+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn3","msg":"Connection ended","attr":{"remote":"127.0.0.1:52494","uuid":{"uuid":{"$uuid":"2b514470-4f48-4ca5-b298-c55e3db50cad"}},"connectionId":3,"connectionCount":1}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:52.278+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn2","msg":"Connection ended","attr":{"remote":"127.0.0.1:52480","uuid":{"uuid":{"$uuid":"fd3fe952-82a0-42e8-bb8f-cf06d3a364ca"}},"connectionId":2,"connectionCount":0}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.743+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52514","uuid":{"uuid":{"$uuid":"82680cd8-8b12-4c63-b195-603ea04fac60"}},"connectionId":5,"connectionCount":1}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.751+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn5","msg":"client metadata","attr":{"remote":"127.0.0.1:52514","client":"conn5","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.790+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52528","uuid":{"uuid":{"$uuid":"354308b2-e729-4759-82c6-5efd54dc9f68"}},"connectionId":6,"connectionCount":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.791+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52542","uuid":{"uuid":{"$uuid":"8fa904d9-b499-439c-a858-a1a87debd8db"}},"connectionId":7,"connectionCount":3}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.792+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn6","msg":"client metadata","attr":{"remote":"127.0.0.1:52528","client":"conn6","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: End of log at LSN=53095
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Opened 3 undo tablespaces
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: 128 rollback segments in 3 undo tablespaces are active.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Setting file './ibtmp1' size to 12.000MiB. Physically writing the file full; Please wait ...
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: File './ibtmp1' size is now 12.000MiB.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: log sequence number 53095; transaction id 40
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.793+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn7","msg":"client metadata","attr":{"remote":"127.0.0.1:52542","client":"conn7","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.798+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52552","uuid":{"uuid":{"$uuid":"ec7cefa8-c5ea-44b8-8f05-0b910b1f4d66"}},"connectionId":8,"connectionCount":4}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.799+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn6","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":6}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.800+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.1:52554","uuid":{"uuid":{"$uuid":"6ba61629-01f6-4559-861a-9a45a04a5831"}},"connectionId":9,"connectionCount":5}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.802+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn8","msg":"client metadata","attr":{"remote":"127.0.0.1:52552","client":"conn8","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.807+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn8","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":5}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.811+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn9","msg":"client metadata","attr":{"remote":"127.0.0.1:52554","client":"conn9","doc":{"application":{"name":"mongosh 2.1.0"},"driver":{"name":"nodejs|mongosh","version":"6.3.0|2.1.0"},"platform":"Node.js v20.9.0, LE","os":{"name":"linux","architecture":"x64","version":"5.15.49-linuxkit","type":"Linux"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:53.814+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn9","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":3}}
mongodb-medical  | admin> ... ... ... ... {"t":{"$date":"2024-01-28T20:48:55.527+00:00"},"s":"I",  "c":"STORAGE",  "id":20320,   "ctx":"conn9","msg":"createCollection","attr":{"namespace":"admin.system.users","uuidDisposition":"generated","uuid":{"uuid":{"$uuid":"4fa5817e-569c-475f-8c13-49182b6333c4"}},"options":{}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.598+00:00"},"s":"I",  "c":"REPL",     "id":7360102, "ctx":"conn9","msg":"Added oplog entry for create to transaction","attr":{"namespace":"admin.$cmd","uuid":{"uuid":{"$uuid":"4fa5817e-569c-475f-8c13-49182b6333c4"}},"object":{"create":"system.users","idIndex":{"v":2,"key":{"_id":1},"name":"_id_"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.600+00:00"},"s":"I",  "c":"REPL",     "id":7360100, "ctx":"conn9","msg":"Added oplog entry for createIndexes to transaction","attr":{"namespace":"admin.$cmd","uuid":{"uuid":{"$uuid":"4fa5817e-569c-475f-8c13-49182b6333c4"}},"object":{"createIndexes":"system.users","name":"user_1_db_1","key":{"user":1,"db":1},"unique":true,"v":2}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.630+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"conn9","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"4fa5817e-569c-475f-8c13-49182b6333c4"}},"namespace":"admin.system.users","index":"_id_","ident":"index-8-5016437411990183669","collectionIdent":"collection-7-5016437411990183669","commitTimestamp":null}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.630+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"conn9","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"4fa5817e-569c-475f-8c13-49182b6333c4"}},"namespace":"admin.system.users","index":"user_1_db_1","ident":"index-9-5016437411990183669","collectionIdent":"collection-7-5016437411990183669","commitTimestamp":null}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.632+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn9","msg":"Slow query","attr":{"type":"command","ns":"admin.system.users","appName":"mongosh 2.1.0","command":{"insert":"system.users","bypassDocumentValidation":false,"ordered":true,"$db":"admin"},"ninserted":1,"keysInserted":2,"numYields":0,"reslen":45,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":3}},"FeatureCompatibilityVersion":{"acquireCount":{"w":3}},"ReplicationStateTransition":{"acquireCount":{"w":3}},"Global":{"acquireCount":{"w":3}},"Database":{"acquireCount":{"w":3}},"Collection":{"acquireCount":{"w":3}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":4},"storage":{},"cpuNanos":12647141,"remote":"127.0.0.1:52554","protocol":"op_msg","durationMillis":105}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.634+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn9","msg":"Slow query","attr":{"type":"command","ns":"admin.$cmd","appName":"mongosh 2.1.0","command":{"createUser":"root","pwd":"xxx","roles":[{"role":"root","db":"admin"}],"lsid":{"id":{"$uuid":"e0a6c5ed-f3fb-47ee-8561-c18cca6edd76"}},"$db":"admin"},"numYields":0,"reslen":38,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":4}},"FeatureCompatibilityVersion":{"acquireCount":{"r":1,"w":4}},"ReplicationStateTransition":{"acquireCount":{"w":4}},"Global":{"acquireCount":{"r":1,"w":4}},"Database":{"acquireCount":{"w":4}},"Collection":{"acquireCount":{"w":4}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":4},"storage":{},"cpuNanos":68769385,"remote":"127.0.0.1:52554","protocol":"op_msg","durationMillis":306}}
mongodb-medical  | { ok: 1 }
mongodb-medical  | admin> {"t":{"$date":"2024-01-28T20:48:55.741+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn5","msg":"Interrupted operation as its client disconnected","attr":{"opId":124}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.743+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn5","msg":"Connection ended","attr":{"remote":"127.0.0.1:52514","uuid":{"uuid":{"$uuid":"82680cd8-8b12-4c63-b195-603ea04fac60"}},"connectionId":5,"connectionCount":4}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.743+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn8","msg":"Connection ended","attr":{"remote":"127.0.0.1:52552","uuid":{"uuid":{"$uuid":"ec7cefa8-c5ea-44b8-8f05-0b910b1f4d66"}},"connectionId":8,"connectionCount":3}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.744+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn7","msg":"Connection ended","attr":{"remote":"127.0.0.1:52542","uuid":{"uuid":{"$uuid":"8fa904d9-b499-439c-a858-a1a87debd8db"}},"connectionId":7,"connectionCount":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.745+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn9","msg":"Connection ended","attr":{"remote":"127.0.0.1:52554","uuid":{"uuid":{"$uuid":"6ba61629-01f6-4559-861a-9a45a04a5831"}},"connectionId":9,"connectionCount":1}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:55.746+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn6","msg":"Connection ended","attr":{"remote":"127.0.0.1:52528","uuid":{"uuid":{"$uuid":"354308b2-e729-4759-82c6-5efd54dc9f68"}},"connectionId":6,"connectionCount":0}}
mongodb-medical  | 
mongodb-medical  | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
mongodb-medical  | 
mongodb-medical  | 
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.782+00:00"},"s":"I",  "c":"CONTROL",  "id":20698,   "ctx":"main","msg":"***** SERVER RESTARTED *****"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.793+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.797+00:00"},"s":"I",  "c":"NETWORK",  "id":4915701, "ctx":"main","msg":"Initialized wire specification","attr":{"spec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":21},"outgoing":{"minWireVersion":6,"maxWireVersion":21},"isInternalClient":true}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.798+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Loading buffer pool(s) from /var/lib/mysql/ib_buffer_pool
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] Plugin 'FEEDBACK' is disabled.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] Plugin 'wsrep-provider' is disabled.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] InnoDB: Buffer pool(s) load completed at 240128 20:49:01
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] Server socket created on IP: '0.0.0.0'.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] Server socket created on IP: '::'.
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] mariadbd: Event Scheduler: Loaded 0 events
mariadb-idm      | 2024-01-28 20:49:01 0 [Note] mariadbd: ready for connections.
mariadb-idm      | Version: '11.2.2-MariaDB-1:11.2.2+maria~ubu2204'  socket: '/run/mysqld/mysqld.sock'  port: 3306  mariadb.org binary distribution
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.801+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationDonorService","namespace":"config.tenantMigrationDonors"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.802+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationRecipientService","namespace":"config.tenantMigrationRecipients"}}
mongodb-medical  | Killing process with pid: 28
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.803+00:00"},"s":"I",  "c":"CONTROL",  "id":23377,   "ctx":"SignalHandler","msg":"Received signal","attr":{"signal":15,"error":"Terminated"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.804+00:00"},"s":"I",  "c":"CONTROL",  "id":23378,   "ctx":"SignalHandler","msg":"Signal was sent by kill(2)","attr":{"pid":109,"uid":999}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.804+00:00"},"s":"I",  "c":"CONTROL",  "id":23381,   "ctx":"SignalHandler","msg":"will terminate after current cmd ends"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.804+00:00"},"s":"I",  "c":"REPL",     "id":4784900, "ctx":"SignalHandler","msg":"Stepping down the ReplicationCoordinator for shutdown","attr":{"waitTimeMillis":15000}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.804+00:00"},"s":"I",  "c":"REPL",     "id":4794602, "ctx":"SignalHandler","msg":"Attempting to enter quiesce mode"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.804+00:00"},"s":"I",  "c":"-",        "id":6371601, "ctx":"SignalHandler","msg":"Shutting down the FLE Crud thread pool"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.805+00:00"},"s":"I",  "c":"COMMAND",  "id":4784901, "ctx":"SignalHandler","msg":"Shutting down the MirrorMaestro"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.805+00:00"},"s":"I",  "c":"SHARDING", "id":4784902, "ctx":"SignalHandler","msg":"Shutting down the WaitForMajorityService"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.806+00:00"},"s":"I",  "c":"CONTROL",  "id":4784903, "ctx":"SignalHandler","msg":"Shutting down the LogicalSessionCache"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.814+00:00"},"s":"I",  "c":"NETWORK",  "id":20562,   "ctx":"SignalHandler","msg":"Shutdown: going to close listening sockets"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.816+00:00"},"s":"I",  "c":"NETWORK",  "id":23017,   "ctx":"listener","msg":"removing socket file","attr":{"path":"/tmp/mongodb-27017.sock"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.816+00:00"},"s":"I",  "c":"NETWORK",  "id":4784905, "ctx":"SignalHandler","msg":"Shutting down the global connection pool"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.817+00:00"},"s":"I",  "c":"CONTROL",  "id":4784906, "ctx":"SignalHandler","msg":"Shutting down the FlowControlTicketholder"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.817+00:00"},"s":"I",  "c":"-",        "id":20520,   "ctx":"SignalHandler","msg":"Stopping further Flow Control ticket acquisitions."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.817+00:00"},"s":"I",  "c":"CONTROL",  "id":4784908, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToAbortExpiredTransactions"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.818+00:00"},"s":"I",  "c":"REPL",     "id":4784909, "ctx":"SignalHandler","msg":"Shutting down the ReplicationCoordinator"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.818+00:00"},"s":"I",  "c":"SHARDING", "id":4784910, "ctx":"SignalHandler","msg":"Shutting down the ShardingInitializationMongoD"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.818+00:00"},"s":"I",  "c":"REPL",     "id":4784911, "ctx":"SignalHandler","msg":"Enqueuing the ReplicationStateTransitionLock for shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.818+00:00"},"s":"I",  "c":"-",        "id":4784912, "ctx":"SignalHandler","msg":"Killing all operations for shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.819+00:00"},"s":"I",  "c":"-",        "id":4695300, "ctx":"SignalHandler","msg":"Interrupted all currently running operations","attr":{"opsKilled":3}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.819+00:00"},"s":"I",  "c":"TENANT_M", "id":5093807, "ctx":"SignalHandler","msg":"Shutting down all TenantMigrationAccessBlockers on global shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.820+00:00"},"s":"I",  "c":"ASIO",     "id":22582,   "ctx":"TenantMigrationBlockerNet","msg":"Killing all outstanding egress activity."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.820+00:00"},"s":"I",  "c":"ASIO",     "id":6529201, "ctx":"SignalHandler","msg":"Network interface redundant shutdown","attr":{"state":"Stopped"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.820+00:00"},"s":"I",  "c":"ASIO",     "id":22582,   "ctx":"SignalHandler","msg":"Killing all outstanding egress activity."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.820+00:00"},"s":"I",  "c":"COMMAND",  "id":4784913, "ctx":"SignalHandler","msg":"Shutting down all open transactions"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"REPL",     "id":4784914, "ctx":"SignalHandler","msg":"Acquiring the ReplicationStateTransitionLock for shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"INDEX",    "id":4784915, "ctx":"SignalHandler","msg":"Shutting down the IndexBuildsCoordinator"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"NETWORK",  "id":4784918, "ctx":"SignalHandler","msg":"Shutting down the ReplicaSetMonitor"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"SHARDING", "id":4784921, "ctx":"SignalHandler","msg":"Shutting down the MigrationUtilExecutor"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"ASIO",     "id":22582,   "ctx":"MigrationUtil-TaskExecutor","msg":"Killing all outstanding egress activity."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"COMMAND",  "id":4784923, "ctx":"SignalHandler","msg":"Shutting down the ServiceEntryPoint"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.821+00:00"},"s":"I",  "c":"CONTROL",  "id":4784927, "ctx":"SignalHandler","msg":"Shutting down the HealthLog"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.822+00:00"},"s":"I",  "c":"CONTROL",  "id":4784928, "ctx":"SignalHandler","msg":"Shutting down the TTL monitor"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.822+00:00"},"s":"I",  "c":"INDEX",    "id":3684100, "ctx":"SignalHandler","msg":"Shutting down TTL collection monitor thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.822+00:00"},"s":"I",  "c":"INDEX",    "id":3684101, "ctx":"SignalHandler","msg":"Finished shutting down TTL collection monitor thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.822+00:00"},"s":"I",  "c":"CONTROL",  "id":6278511, "ctx":"SignalHandler","msg":"Shutting down the Change Stream Expired Pre-images Remover"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.822+00:00"},"s":"I",  "c":"CONTROL",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.823+00:00"},"s":"I",  "c":"CONTROL",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
